TransactionID,CustomerID,TransactionAmount,TransactionType,MerchantCategory,CustomerAge,Country,HourOfDay,IsInternational,IsFraud
T020227,2903,7.782686032307203,POS,Electronics,62,IN,21,0,0
T002755,7980,15.915824835691968,Online,Luxury,55,NG,8,0,0
T024415,9545,18.22800400614885,POS,Electronics,71,BR,2,0,0
T016305,5369,47.20777241199885,POS,Travel,64,US,9,0,0
T047176,7412,45.102578355382946,POS,Travel,20,CA,12,0,0
T045930,5974,16.523414325083426,POS,Gaming,42,CN,9,0,0
T000182,9004,60.25761797428194,POS,Grocery,22,UK,2,0,0
T046919,6003,31.749604773454532,Online,Electronics,45,CN,11,0,0
T024898,2609,7.717272484788663,Online,Luxury,45,CN,21,0,0
T001370,7540,40.77854131327896,POS,Gaming,29,NG,16,0,0
T047770,7978,36.923060900892025,Online,Travel,23,BR,6,0,1
T012616,1094,13.814475133283805,POS,Travel,52,BR,14,0,0
T035119,3265,17.5660612264653,Online,Luxury,40,CN,0,0,0
T034498,7885,90.48687054765489,POS,Luxury,52,IN,8,0,0
T008241,6206,38.631356699710615,POS,Gaming,50,UK,7,0,0
T049614,9487,398.2743186704143,Online,Gaming,38,NG,22,0,1
T020822,3291,31.42565568769492,ATM,Gaming,38,CN,15,1,0
T019018,2634,39.75954546965687,POS,Gaming,21,IN,5,0,0
T035104,4362,22.322239855205535,ATM,Grocery,32,US,19,0,0
T005688,5452,18.370995464994007,ATM,Travel,36,UK,14,0,0
T035730,2119,17.3813691047291,ATM,Gaming,68,CN,1,0,0
T025753,4261,14.66492221744167,Online,Grocery,68,NG,18,0,0
T036278,7882,7.517269310832936,Online,Travel,19,CN,10,0,0
T000128,5636,5.899258455243949,Online,Grocery,71,BR,12,1,0
T033834,6967,27.41143993951082,Online,Electronics,37,CA,4,0,0
T024270,2586,17.644018738968416,POS,Travel,41,CA,4,0,0
T009367,1784,23.26040385829067,Online,Grocery,19,IN,23,0,0
T034443,9562,14.181607403158516,Online,Gaming,46,UK,18,0,0
T005354,8366,40.0634686647312,ATM,Electronics,55,CA,15,0,0
T049058,5924,50.907284647183026,ATM,Grocery,57,UK,20,0,1
T019704,9738,15.03157879763547,POS,Travel,67,UK,1,0,0
T040161,4823,36.963887484729305,Online,Travel,54,CA,17,0,0
T008385,2589,33.6798895742126,Online,Travel,40,UK,18,0,0
T014747,1112,17.07171475368997,Online,Electronics,23,CA,14,0,0
T029947,7531,17.655350687002862,POS,Grocery,57,BR,19,0,0
T036565,5738,16.810320828570557,POS,Travel,34,US,2,0,0
T015796,2759,14.066500225036911,POS,Travel,59,NG,16,0,0
T021439,9316,15.935250473996415,POS,Travel,52,BR,21,0,0
T026929,3936,55.87746317123899,Online,Luxury,73,IN,16,0,0
T046374,7851,15.000709573132214,ATM,Grocery,46,UK,18,0,0
T004304,3971,23.36963313544205,Online,Electronics,22,CN,5,0,0
T000110,6134,22.089033128530552,POS,Gaming,47,CN,10,0,0
T042272,1724,34.35567342906364,POS,Luxury,38,CA,13,1,0
T033299,1029,11.790921666112302,ATM,Gaming,55,US,19,0,0
T029735,1452,11.548239091060218,POS,Grocery,28,US,11,0,0
T040562,9122,61.26622210743274,Online,Travel,50,CN,15,0,0
T002836,8570,51.206881618239294,Online,Luxury,21,CA,10,0,0
T021544,4015,14.21218331780333,Online,Grocery,41,CA,21,0,0
T017278,1495,34.07800652601975,POS,Gaming,28,CN,16,0,0
T001557,8062,22.43478419823503,Online,Luxury,19,CA,5,0,0
T016028,6380,36.51013217694919,Online,Electronics,23,CA,11,0,0
T016483,9165,22.13043611269496,POS,Gaming,39,BR,15,0,0
T049681,4762,168.47211204610088,Online,Luxury,60,CA,19,0,1
T044561,8320,19.11025761652554,Online,Travel,61,NG,6,1,0
T000109,1206,16.313867371188184,Online,Electronics,54,BR,9,0,0
T047650,4107,81.0866434800484,Online,Luxury,28,IN,20,0,1
T009961,9400,34.37441957801301,POS,Luxury,32,CA,22,0,0
T042165,9524,11.783427632767006,POS,Gaming,43,IN,9,0,0
T042585,2299,21.311600077587475,POS,Travel,23,US,22,0,0
T028316,7254,10.865780902451721,Online,Grocery,64,NG,1,0,0
T000843,3898,11.812833524155476,POS,Gaming,54,UK,1,0,0
T021679,3250,8.85344286099942,ATM,Gaming,28,UK,11,0,0
T002601,9566,22.375908235388476,POS,Grocery,46,CN,13,1,0
T035166,4650,19.456332096076533,POS,Grocery,53,BR,5,0,0
T015785,4756,36.149396107036765,Online,Grocery,74,BR,20,0,0
T048269,4061,507.8354358954216,POS,Electronics,31,IN,14,0,1
T025325,9172,17.645970267894484,Online,Grocery,64,US,2,0,0
T032898,7981,35.53614712296018,ATM,Grocery,31,UK,5,0,0
T013477,8121,24.54025579779424,Online,Travel,65,US,22,0,0
T038190,1158,34.718334890602605,Online,Gaming,59,NG,4,0,0
T011578,4727,20.423507879858693,Online,Electronics,28,IN,8,0,0
T016403,7497,15.966307597867145,Online,Travel,18,NG,1,0,0
T036230,9004,15.77809378905941,Online,Luxury,62,BR,12,0,0
T048115,7442,140.8203521986444,ATM,Gaming,59,CA,13,0,1
T008297,6591,21.845859866930553,POS,Gaming,20,IN,20,0,0
T040990,5533,16.97579264570165,POS,Electronics,25,UK,22,0,0
T047006,6404,10.706837291245499,Online,Travel,26,CN,21,1,0
T021187,4064,7.461204594783854,ATM,Grocery,61,CA,20,0,0
T007540,9872,20.250536374103604,ATM,Luxury,49,IN,17,0,0
T033178,3848,12.802467071999443,POS,Luxury,38,CN,4,0,0
T018446,2674,27.050843746267017,Online,Grocery,43,UK,16,0,0
T010817,8746,34.623294161188134,Online,Grocery,59,CN,6,0,0
T049037,3226,31.262000421560664,Online,Luxury,50,UK,12,0,1
T031395,5087,16.808060216976592,ATM,Grocery,45,BR,1,0,0
T002495,8815,12.588968410444735,ATM,Gaming,68,BR,19,0,0
T010012,3368,14.890686929250478,Online,Electronics,57,US,21,0,0
T006428,1490,20.069887650016522,POS,Gaming,20,IN,14,0,0
T009301,2480,24.65028456539375,POS,Grocery,56,CN,15,1,0
T026503,4162,16.227167950769203,POS,Luxury,62,UK,19,0,0
T022311,2309,20.148366696391562,ATM,Gaming,31,CN,12,0,0
T036045,5717,28.43497074903113,POS,Electronics,25,NG,2,0,0
T044876,5378,21.58210936756987,POS,Electronics,60,IN,20,0,0
T023002,7256,41.61897302201042,POS,Grocery,25,BR,5,0,0
T018182,3075,61.12111595913879,POS,Grocery,32,NG,9,0,0
T003836,3259,35.34494576475001,POS,Electronics,32,CA,5,0,0
T010127,2482,30.724443761867015,POS,Grocery,52,UK,2,0,0
T007616,3625,17.92713010347173,POS,Luxury,64,IN,10,0,0
T028493,9637,33.820289990058086,POS,Travel,57,CA,5,0,0
T001826,7257,20.16521660575261,POS,Luxury,36,US,0,0,0
T047936,4201,89.49854913269738,Online,Grocery,23,US,15,0,1
T040104,1927,22.184057857391974,POS,Luxury,40,CN,6,0,0
T030100,6819,14.624348374870372,ATM,Luxury,57,US,21,0,0
T003910,6518,7.44688252056582,POS,Gaming,29,CA,0,0,0
T013459,1660,14.204358938983718,Online,Grocery,71,US,20,0,0
T010689,9831,41.70587515420679,POS,Travel,46,BR,14,0,0
T046173,7226,11.01989876359095,POS,Electronics,53,NG,20,0,0
T026454,8302,24.4690190759145,POS,Electronics,42,US,8,0,0
T037581,6880,18.918242546134053,Online,Gaming,41,BR,20,0,0
T046513,7856,12.601996444928817,Online,Travel,63,BR,16,0,0
T036842,9897,24.179175477471162,POS,Electronics,29,US,11,1,0
T019736,8056,16.430323271296338,POS,Travel,59,UK,0,0,0
T024012,9684,26.70908752902131,POS,Electronics,45,CN,4,0,0
T002012,4009,13.043839965761817,Online,Travel,52,NG,10,0,0
T013299,8407,10.383226067273325,POS,Gaming,32,UK,0,0,0
T027193,7597,33.119843952819416,ATM,Travel,68,CA,10,1,0
T007225,6263,30.350563750386527,POS,Luxury,61,CN,1,0,0
T000742,7949,16.740929012522344,POS,Travel,64,NG,1,1,0
T001671,8010,18.02414164206838,POS,Travel,30,BR,1,0,0
T023503,2405,25.668618171330927,POS,Gaming,43,US,6,1,0
T018238,5533,24.895819551447673,POS,Travel,57,IN,17,0,0
T036749,7825,10.732546115201464,POS,Gaming,37,BR,4,0,0
T048657,8695,89.90078400891186,Online,Electronics,39,UK,13,0,1
T022901,3423,20.521025222378952,Online,Gaming,32,US,19,0,0
T026010,9543,14.315829661836151,Online,Electronics,36,IN,21,0,0
T049734,4237,47.24228785759471,Online,Travel,33,NG,5,0,1
T047955,2648,166.3835399526395,POS,Gaming,40,BR,16,0,1
T009253,7708,6.696815533319664,POS,Electronics,70,IN,2,0,0
T036528,1068,22.697415822785448,Online,Gaming,44,US,18,0,0
T047015,8774,19.182293612578814,Online,Electronics,39,NG,2,0,0
T032246,8960,26.36317327863239,ATM,Electronics,69,NG,23,0,0
T023732,3059,29.937666671085946,POS,Luxury,48,CA,10,1,0
T023900,5757,69.46348121256284,ATM,Electronics,49,US,5,0,0
T006407,8734,27.605376002991107,ATM,Gaming,19,BR,18,0,0
T029246,2567,41.59130861279296,Online,Travel,50,BR,20,0,0
T000219,5548,21.544009293096043,POS,Electronics,58,CN,23,0,0
T014326,6776,16.966748353198717,Online,Luxury,18,CN,12,0,0
T042415,9164,25.426244351510018,POS,Travel,22,US,17,0,0
T003702,9960,6.655144671630272,Online,Luxury,73,NG,13,0,0
T006810,8637,31.956172141164025,Online,Luxury,58,IN,21,0,0
T014572,6413,28.126666573224867,Online,Luxury,69,NG,10,0,0
T024850,6502,27.589020529114634,ATM,Grocery,21,CN,1,0,0
T046329,5926,20.596199604460583,Online,Luxury,64,UK,10,0,0
T011972,8430,13.565185537784675,Online,Grocery,53,CA,15,0,0
T002289,3426,9.951559852733796,POS,Electronics,38,CN,23,0,0
T018641,3064,10.559670005565184,POS,Travel,48,BR,10,0,0
T022726,2560,7.594929353199225,POS,Electronics,42,US,16,0,0
T039677,1017,16.142223283168455,POS,Grocery,30,BR,20,0,0
T029951,1141,28.49156533903903,Online,Luxury,21,CN,19,0,0
T005563,2269,26.07023864471266,POS,Gaming,29,US,0,0,0
T009207,5443,9.065561580773025,POS,Luxury,21,US,16,0,0
T031485,7546,8.911297885867592,ATM,Gaming,68,CA,7,1,0
T025759,7332,32.24989819050095,Online,Gaming,60,IN,3,0,0
T002342,9438,13.771228961437773,Online,Electronics,33,US,17,0,0
T017638,3267,16.23111868855693,POS,Electronics,43,UK,6,0,0
T022607,8866,24.933956857363466,POS,Grocery,66,US,3,0,0
T035478,9402,18.343331398625875,POS,Electronics,57,BR,6,0,0
T016077,5172,14.607437506263917,POS,Luxury,43,CN,18,0,0
T031767,4546,21.285177875962344,POS,Travel,42,CA,18,0,0
T001786,9258,22.94358394409589,Online,Electronics,70,US,4,0,0
T012701,7476,21.15123487394888,ATM,Travel,25,NG,19,0,0
T029386,6368,12.31763157851816,POS,Gaming,43,BR,8,0,0
T011477,4063,14.837162444668975,POS,Gaming,18,CN,12,0,0
T017291,1448,26.318754614924245,Online,Grocery,66,NG,8,0,0
T015985,6447,22.887865731235493,POS,Luxury,20,CA,21,0,0
T047961,6222,234.08353062517858,POS,Electronics,57,BR,12,0,1
T014359,4262,22.384280233673767,Online,Luxury,37,US,9,0,0
T008844,1081,14.159202504969642,Online,Grocery,63,IN,1,1,0
T014686,4803,15.603760372954277,ATM,Grocery,63,UK,1,0,0
T013488,6363,24.128220788746027,Online,Luxury,36,CA,20,0,0
T037838,3214,31.554992093683882,Online,Gaming,31,CN,22,0,0
T049208,7896,318.1158965588282,ATM,Travel,40,CN,9,0,1
T030696,7306,16.809937044936362,Online,Grocery,42,US,17,0,0
T028433,8378,20.905218309678467,POS,Gaming,26,UK,16,0,0
T006383,5675,27.55350075569073,Online,Electronics,73,UK,11,0,0
T041078,1748,10.71006780353814,POS,Travel,39,US,15,0,0
T013997,3046,34.211865042731304,Online,Electronics,23,US,6,0,0
T040177,4107,37.509528207065784,POS,Travel,56,NG,9,0,0
T024521,8247,12.137048502767877,POS,Travel,28,UK,1,0,0
T007184,4696,38.52010999482884,Online,Gaming,52,IN,11,0,0
T017190,6560,37.02795893708441,POS,Travel,63,BR,7,0,0
T035574,2777,52.96774308113595,Online,Grocery,66,US,20,0,0
T040364,5353,12.886441797298374,POS,Gaming,30,US,1,0,0
T005881,9695,8.704682013851412,Online,Luxury,62,NG,23,1,0
T013252,6769,13.350608390686164,POS,Electronics,72,US,8,0,0
T019174,6827,12.76960335897992,Online,Luxury,44,BR,18,0,0
T003305,4168,21.65863855452999,Online,Grocery,43,IN,17,0,0
T023873,2415,26.382241430108788,Online,Gaming,24,US,23,0,0
T045958,5637,25.5573139127836,Online,Luxury,26,CA,23,0,0
T036032,2393,5.725471298742625,Online,Electronics,27,BR,15,0,0
T023302,4634,30.669093036411287,Online,Electronics,26,CA,3,0,0
T003064,9988,16.8319625808238,POS,Travel,73,US,21,0,0
T043140,6084,18.154096779086135,POS,Travel,21,CN,3,0,0
T037031,7922,38.96537897833867,POS,Travel,44,CA,15,0,0
T037776,9733,27.705906364848545,Online,Gaming,54,NG,10,1,0
T047758,6485,118.86896394515354,Online,Travel,55,US,22,0,1
T006181,1437,33.640518793226285,Online,Travel,41,IN,15,0,0
T013577,1064,47.825707088336564,ATM,Electronics,39,CN,13,0,0
T046618,6781,26.054892238944717,POS,Luxury,59,US,6,0,0
T032465,4579,14.063696576055333,POS,Grocery,34,CN,6,0,0
T021039,8554,8.155080780701102,Online,Gaming,33,CN,21,0,0
T020340,8229,29.882511819653786,ATM,Electronics,26,IN,6,0,0
T034144,9926,24.01094983101175,Online,Electronics,46,CN,8,0,0
T041631,8716,14.907999711434478,POS,Electronics,35,IN,20,0,0
T023261,3358,27.211552282526082,ATM,Travel,42,UK,2,0,0
T030307,4995,19.43543974383379,POS,Grocery,21,CN,18,0,0
T000324,7655,18.20274587223391,Online,Grocery,20,UK,18,0,0
T045338,7616,30.416507605268713,Online,Luxury,22,IN,14,0,0
T014509,1949,17.83334414310883,Online,Grocery,38,UK,2,0,0
T019884,1318,12.421022634094207,ATM,Travel,72,BR,1,0,0
T029104,5068,31.186329933905764,Online,Travel,58,UK,5,0,0
T027880,6133,15.066840878241807,POS,Grocery,55,NG,10,0,0
T039053,1330,14.312321772472725,POS,Luxury,49,CA,13,0,0
T002541,1987,16.226535617545714,POS,Travel,31,BR,4,0,0
T019916,8442,23.32263892172429,POS,Electronics,52,IN,17,1,0
T026409,9980,20.671148458745588,Online,Travel,54,BR,18,0,0
T044554,4070,17.154344144169556,POS,Gaming,30,BR,8,0,0
T008368,5584,38.95061408798139,POS,Gaming,22,IN,15,1,0
T023445,9199,29.54669123947691,POS,Luxury,18,US,7,0,0
T000080,3568,8.232754607483788,Online,Electronics,70,CA,21,0,0
T020048,6786,29.22432505411765,POS,Grocery,63,CA,3,0,0
T001803,4083,41.440583585792076,POS,Grocery,64,BR,6,0,0
T035807,5670,14.553924205086018,POS,Grocery,46,BR,4,0,0
T007625,5640,20.596698238356566,POS,Luxury,57,CN,19,0,0
T049095,6987,559.9655284377682,Online,Travel,58,US,4,0,1
T009061,7908,12.225344953264477,Online,Grocery,42,CA,23,1,0
T001106,6415,38.04020149855995,POS,Gaming,54,NG,20,0,0
T048349,9580,375.16989487213374,POS,Gaming,39,IN,19,0,1
T011081,4490,5.404952868992722,Online,Luxury,45,CN,6,0,0
T040803,4589,26.234665135182304,POS,Luxury,31,CA,15,0,0
T022723,5054,10.106250907270736,ATM,Gaming,67,CN,16,0,0
T018965,4461,19.24802898722198,POS,Grocery,31,IN,7,0,0
T013988,5552,23.296572931443997,POS,Electronics,59,IN,22,0,0
T020088,9769,41.766780840063774,POS,Luxury,74,NG,22,0,0
T020824,5866,19.32177440514788,POS,Travel,64,CN,10,0,0
T046082,4606,14.375559708596766,Online,Travel,22,BR,2,0,0
T017385,3256,19.780956829499956,POS,Grocery,42,NG,1,0,0
T038788,4665,18.674025289552247,Online,Travel,62,NG,20,0,0
T026030,8121,19.752279715483255,POS,Travel,27,IN,4,0,0
T002992,7919,51.50910233893948,POS,Electronics,66,US,19,0,0
T005181,8450,15.115751587454826,Online,Travel,71,CA,4,0,0
T015130,7467,8.183253422547788,Online,Travel,44,IN,4,0,0
T000323,3368,17.24235102994511,POS,Grocery,64,US,6,0,0
T022533,6643,19.67456638250464,Online,Electronics,71,BR,2,0,0
T012051,4030,35.11100956749164,POS,Grocery,39,UK,12,0,0
T008161,3464,39.4360311516963,POS,Electronics,60,CA,15,0,0
T020757,5678,20.572649045960375,Online,Luxury,70,BR,1,0,0
T029617,9482,9.11107465925979,Online,Luxury,58,UK,18,0,0
T015226,7385,23.20734386763465,Online,Luxury,26,NG,0,0,0
T008337,1386,20.831415298482867,Online,Gaming,23,CN,0,0,0
T019700,5426,14.742005599871943,Online,Electronics,67,BR,10,0,0
T024166,2003,38.43123615112573,Online,Luxury,42,CN,0,0,0
T028192,1069,18.059164012953737,Online,Travel,63,BR,23,0,0
T009804,6373,23.312717022198147,Online,Gaming,40,US,13,0,0
T041526,8911,24.523895304725905,Online,Gaming,28,CN,20,0,0
T021431,4330,7.7561640895879425,POS,Travel,35,US,21,0,0
T040932,6905,27.362411622222798,POS,Electronics,57,CA,20,0,0
T038386,4223,39.1576748594955,POS,Grocery,71,NG,3,0,0
T010855,7997,14.503828295393737,Online,Grocery,43,CN,7,0,0
T029599,8123,12.299281619351971,Online,Gaming,52,US,22,0,0
T026332,6685,4.12811458117239,Online,Travel,38,US,4,0,0
T029747,9493,14.870177124640618,POS,Luxury,49,CA,23,0,0
T018590,3605,32.16587652414201,POS,Gaming,60,US,0,0,0
T024165,5774,16.505659523945788,POS,Travel,21,NG,9,0,0
T010949,6672,14.640825272502772,POS,Travel,38,BR,0,0,0
T044858,9484,41.89497783283026,POS,Luxury,44,CN,10,0,0
T024157,7285,28.365539911181976,POS,Grocery,43,CA,23,0,0
T046302,8534,20.021262206400557,Online,Grocery,30,BR,0,0,0
T034534,8828,18.924678134534442,POS,Gaming,66,IN,21,0,0
T019766,6368,16.15926495166181,Online,Grocery,68,BR,22,0,0
T039678,2738,15.590333665983525,Online,Electronics,30,IN,7,0,0
T001684,7570,30.305213714896137,ATM,Luxury,50,UK,1,1,0
T045266,5043,57.42043690335185,Online,Electronics,36,IN,15,0,0
T024674,1937,14.023343423897762,POS,Gaming,51,BR,16,0,0
T000120,6116,23.778009051039778,Online,Gaming,37,BR,22,0,0
T043101,7693,16.339537000451976,Online,Electronics,26,UK,20,0,0
T019308,2494,23.941516304626195,Online,Electronics,46,BR,6,0,0
T002744,5258,22.242495608189103,POS,Electronics,27,CA,18,0,0
T017662,3736,27.561927737498213,Online,Grocery,32,NG,5,0,0
T000950,8973,16.735343292398298,Online,Grocery,26,CN,4,0,0
T022047,2290,18.41928624404773,ATM,Gaming,71,IN,11,0,0
T004062,2251,14.060519940807383,POS,Grocery,73,CA,19,0,0
T049549,5316,267.199452755078,POS,Electronics,65,NG,10,0,1
T003510,1661,12.327306385807077,Online,Gaming,21,NG,22,0,0
T047329,7869,12.222682889128242,Online,Luxury,52,BR,19,0,0
T008850,4185,43.84432887319102,Online,Gaming,28,IN,0,0,0
T010512,8508,28.50350399510101,Online,Luxury,48,UK,19,0,0
T006425,8866,12.859726281481262,POS,Gaming,52,CN,19,1,0
T023144,2818,29.620823493273424,POS,Gaming,22,UK,5,0,0
T017702,1057,13.470546605146405,POS,Electronics,49,NG,0,0,0
T002325,3307,8.653502636615437,POS,Gaming,44,CN,4,0,0
T030401,7076,20.81498800005074,POS,Electronics,38,CA,22,0,0
T031683,3691,29.973875313950284,POS,Electronics,50,CN,22,0,0
T047122,6327,25.237697894743366,POS,Grocery,24,CN,4,0,0
T039060,2585,29.83476448478466,Online,Luxury,38,UK,4,0,0
T044759,5901,15.979277896287707,Online,Grocery,65,CN,5,0,0
T032200,4709,7.816806711088165,Online,Luxury,60,BR,17,0,0
T038076,8555,16.232107490556494,POS,Gaming,52,UK,19,0,0
T039746,1413,15.921720613571212,Online,Electronics,72,NG,1,0,0
T001068,2301,39.82369181431537,Online,Luxury,42,CN,6,1,0
T047071,3684,49.577512718806105,Online,Travel,27,CN,14,0,0
T037250,9088,32.9397939531594,POS,Travel,29,CN,23,0,0
T037944,3305,9.405961236737648,Online,Travel,20,BR,1,0,0
T006524,7865,44.78342998265286,Online,Grocery,52,UK,17,0,0
T042746,5266,14.010486695399102,Online,Grocery,56,UK,11,0,0
T041371,5631,26.13869993659437,Online,Travel,69,NG,15,1,0
T045478,5425,13.346202646097368,POS,Gaming,28,NG,13,0,0
T029082,6246,36.57367644228002,POS,Grocery,27,IN,11,1,0
T024793,5626,14.83210116244606,POS,Electronics,43,NG,13,0,0
T027695,5341,19.4240855300943,POS,Luxury,23,UK,23,0,0
T049670,7902,1516.9414792168327,Online,Luxury,35,CN,18,0,1
T042108,6666,14.859631119181133,Online,Electronics,69,CN,6,0,0
T002778,8537,18.548806631142202,Online,Luxury,48,CN,1,0,0
T017599,8433,10.158049000598488,POS,Gaming,43,BR,1,0,0
T047027,8328,34.775067977518695,POS,Travel,61,CA,7,1,0
T037013,7570,28.377152461840357,POS,Electronics,37,IN,20,0,0
T017516,6320,28.1010125151309,ATM,Luxury,68,BR,18,1,0
T032337,2879,15.029901746341464,Online,Electronics,53,US,13,0,0
T026343,9660,34.466454399376154,ATM,Grocery,32,UK,1,0,0
T010733,8366,31.013933494980858,POS,Gaming,58,BR,16,1,0
T022330,8997,17.092916572583484,POS,Travel,59,US,2,0,0
T017961,6022,14.485516496680168,Online,Electronics,26,BR,22,0,0
T039457,1982,17.18172452602609,Online,Electronics,26,NG,6,1,0
T048260,1268,370.81336157551317,Online,Electronics,39,US,19,0,1
T013996,4317,19.727578807916494,Online,Electronics,21,UK,12,0,0
T034551,1584,33.522095079559094,POS,Luxury,72,CN,14,0,0
T042010,4965,21.707168131592415,POS,Electronics,38,BR,21,0,0
T031686,3923,10.723968992383606,POS,Gaming,19,IN,6,0,0
T003581,4700,36.73184741508697,POS,Grocery,47,IN,23,0,0
T020971,8146,23.01448012162179,POS,Electronics,29,IN,22,0,0
T026333,1963,36.14842503964715,POS,Travel,24,CA,0,0,0
T046164,1726,14.534592803206783,POS,Gaming,19,US,10,0,0
T027336,9725,14.837929916718334,ATM,Grocery,29,US,15,1,0
T020688,4033,49.752942700690134,POS,Travel,48,BR,21,0,0
T027062,3091,11.400961208781117,POS,Gaming,48,CN,0,0,0
T016426,2522,13.986135545020975,Online,Travel,68,US,3,0,0
T037836,3995,22.547314129088644,POS,Electronics,52,BR,2,0,0
T009441,1255,19.955280852035724,POS,Electronics,67,IN,3,0,0
T026985,8056,15.894000046175211,Online,Grocery,22,NG,3,0,0
T016971,2120,17.672894048971493,Online,Travel,28,US,4,0,0
T048071,8909,135.97181040822574,Online,Electronics,50,CA,22,0,1
T001635,4291,28.438419843198492,Online,Grocery,45,US,1,0,0
T024965,8498,44.16788210316925,POS,Travel,39,NG,8,0,0
T049220,9792,65.88579797255382,Online,Luxury,47,CN,18,0,1
T013989,6563,14.274455337235509,POS,Gaming,37,CA,13,0,0
T044579,7010,17.935275092562083,Online,Grocery,32,CA,12,0,0
T022213,9505,15.55717587851725,Online,Gaming,72,UK,9,0,0
T049976,9608,109.7973389732441,POS,Luxury,73,CN,10,0,1
T015420,3040,20.280127641857664,POS,Electronics,45,CA,18,0,0
T019357,4460,4.155144348219751,POS,Grocery,46,NG,8,1,0
T036118,6184,23.381970641398393,POS,Luxury,21,CA,20,0,0
T034456,3131,11.353458740349668,ATM,Gaming,71,NG,18,1,0
T019092,7602,9.892442659856114,POS,Gaming,68,IN,7,0,0
T037217,1668,21.346237149973756,Online,Travel,59,UK,8,0,0
T043959,5873,23.28888131979868,Online,Grocery,20,NG,7,1,0
T003798,6162,13.82945855837158,POS,Electronics,37,BR,0,0,0
T042175,3889,30.203773136878944,Online,Gaming,72,IN,19,0,0
T042114,9223,20.474594980523015,Online,Gaming,73,CN,16,0,0
T014769,3777,38.1554077765992,Online,Grocery,29,UK,14,0,0
T029347,6198,7.791212359221281,POS,Grocery,24,IN,9,1,0
T030915,1888,10.81582147201664,Online,Electronics,61,IN,15,0,0
T012528,6154,26.40249001184591,ATM,Electronics,59,IN,23,0,0
T046536,4892,37.11376510301373,Online,Gaming,52,UK,3,1,0
T000802,7283,11.97803247455796,Online,Electronics,59,NG,18,0,0
T046383,5588,7.255220111262921,POS,Electronics,55,UK,5,0,0
T049992,8143,104.32860381961618,POS,Electronics,19,CA,8,0,1
T009420,1051,15.21343879376959,POS,Electronics,59,IN,13,1,0
T025580,1051,31.193061791117394,POS,Electronics,73,CA,14,0,0
T028154,3592,24.587785674951444,Online,Gaming,42,CA,21,0,0
T040266,3397,18.480989722629104,Online,Luxury,24,IN,8,0,0
T003905,6208,12.676348493550943,POS,Electronics,20,CN,20,0,0
T012338,4343,18.170202711566258,Online,Electronics,22,US,4,0,0
T010506,8965,24.97292015102085,POS,Gaming,34,NG,8,0,0
T009234,9471,19.463215321918963,Online,Electronics,25,CN,1,1,0
T036096,3480,19.484351720216164,Online,Luxury,21,IN,6,0,0
T048889,6955,194.2568500012318,POS,Luxury,29,NG,13,0,1
T023367,4459,30.503775850953765,ATM,Travel,25,UK,21,0,0
T018517,5714,13.427639126152465,ATM,Gaming,42,NG,5,0,0
T000772,4812,26.93272007497506,Online,Grocery,35,NG,3,0,0
T010660,5270,18.333699209967502,Online,Travel,58,US,17,1,0
T028353,5375,25.24150923937302,POS,Luxury,27,NG,7,0,0
T022947,1195,23.839902578089195,POS,Gaming,19,UK,14,0,0
T018662,5191,31.488485859403582,POS,Travel,26,IN,5,0,0
T011715,7180,8.346070962998384,POS,Luxury,68,US,21,0,0
T038099,4634,25.011191069940757,ATM,Luxury,49,CN,2,0,0
T005040,8088,19.940922339372012,POS,Grocery,66,IN,19,0,0
T042803,2799,42.011770390936015,POS,Travel,18,UK,23,0,0
T046072,5399,32.221084837098005,Online,Luxury,70,IN,4,0,0
T005959,7378,5.595367981415621,POS,Gaming,72,US,20,0,0
T030455,5226,11.181209815024577,POS,Travel,19,BR,17,0,0
T020375,9992,9.246188235803784,POS,Electronics,71,NG,12,1,0
T014222,7728,15.055158972720175,POS,Travel,62,BR,16,0,0
T022529,3373,15.474820343451599,Online,Luxury,29,BR,7,0,0
T014203,3600,14.18527563540701,POS,Grocery,71,NG,20,0,0
T031798,1796,34.031419031005775,Online,Grocery,39,NG,10,0,0
T033946,2456,21.424857263813013,ATM,Travel,42,CN,6,0,0
T047616,2187,654.7067582620557,POS,Luxury,42,US,7,0,1
T029976,4258,25.59524686265693,Online,Grocery,44,NG,2,0,0
T007402,9023,10.627477880333265,Online,Electronics,53,BR,10,0,0
T039322,1279,21.84062728376992,POS,Travel,43,UK,20,0,0
T039584,3415,15.945369927961826,ATM,Gaming,43,CN,23,0,0
T041415,8299,12.709093795519475,POS,Electronics,25,NG,20,0,0
T015853,9160,24.310960922452395,POS,Electronics,32,CN,19,0,0
T003944,2695,23.637450987004794,POS,Travel,23,CN,3,1,0
T014883,4898,24.177996148778348,Online,Luxury,25,CA,18,0,0
T007305,8982,11.84045924769061,Online,Travel,67,UK,20,0,0
T037961,7570,36.76876781161026,Online,Travel,74,IN,22,0,0
T035317,2014,7.790440177679667,Online,Luxury,57,IN,7,1,0
T009084,9150,14.67650866845969,Online,Electronics,48,BR,5,0,0
T007563,8842,23.83883439728979,POS,Gaming,30,NG,9,0,0
T045231,8593,18.12392532907136,Online,Electronics,26,IN,22,0,0
T036669,2136,12.454156421991394,ATM,Grocery,25,CN,10,0,0
T019652,7461,17.1699629694137,Online,Electronics,42,US,17,1,0
